nome,sobrenome,disciplina,professor,nota
Melanie,Martin,historia,Carol,C
Melanie,Martin,filosofia,George,D
Jonathan,Wright,biologia,Sarah,B
Jonathan,Wright,espanhol,Robert,C
Jonathan,Wright,artes,Kenneth,A
Christopher,Peake,artes,Brian,C
Christopher,Peake,matematica,Paul,B
Christopher,Peake,filosofia,George,C
Harry,Campbell,filosofia,George,B
Harry,Campbell,portugues,Patricia,D
Harry,Campbell,matematica,Paul,D
Lucas,Russell,historia,Carol,B
Lucas,Russell,artes,Kenneth,B
Lucas,Russell,biologia,Sarah,D
Hannah,Paige,historia,Carol,C
Hannah,Paige,matematica,Charles,B
Hannah,Paige,filosofia,George,C
Grace,Payne,geografia,Dorothy,A
Grace,Payne,filosofia,George,D
Grace,Payne,historia,Carol,C
Nicholas,Piper,portugues,Patricia,D
Nicholas,Piper,filosofia,George,B
Nicholas,Piper,historia,Carol,A
Wanda,Davidson,espanhol,Robert,B
Victoria,Forsyth,geografia,Ruth,B
Victoria,Forsyth,historia,Carol,B
Victoria,Forsyth,portugues,James,B
Fiona,Hemmings,filosofia,George,C
Fiona,Hemmings,ciencias,Donna,D
Fiona,Hemmings,biologia,William,D
Owen,Terry,sociologia,Bertie,A
Owen,Terry,espanhol,Robert,C
Owen,Terry,ingles,Karen,B
Heather,Miller,historia,Carol,B
Heather,Miller,matematica,Donald,B
Heather,Miller,sociologia,Bertie,A
Richard,Baker,ciencias,Donna,A
Richard,Baker,portugues,Patricia,C
Richard,Baker,historia,Carol,A
Oliver,Morgan,historia,Carol,C
Oliver,Morgan,portugues,James,C
Oliver,Morgan,artes,Kenneth,A
Rachel,Terry,ingles,Karen,D
Rachel,Terry,espanhol,Robert,C
Rachel,Terry,artes,Kenneth,C
Gavin,Lee,espanhol,Robert,B
Gavin,Lee,artes,Brian,C
Gavin,Lee,historia,Carol,A
Simon,Churchill,matematica,John,B
Simon,Churchill,filosofia,George,D
Wanda,Walker,sociologia,Bertie,C
Wanda,Walker,filosofia,George,B
Wanda,Walker,geografia,Ruth,A
Tim,Lambert,biologia,William,C
Tim,Lambert,matematica,Paul,D
Rose,Nash,sociologia,Bertie,D
Rose,Nash,portugues,James,D
Rose,Nash,ciencias,Donna,A
Dorothy,Jackson,artes,Kenneth,A
Dorothy,Jackson,ingles,Susan,D
Dorothy,Jackson,espanhol,Robert,D
Jasmine,Alsop,biologia,William,C
Jasmine,Alsop,portugues,James,A
Lucas,Campbell,artes,Brian,D
Lucas,Campbell,matematica,Donald,C
Nicholas,Walker,artes,Kenneth,A
Nicholas,Walker,espanhol,Robert,B
Steven,Graham,ciencias,Donna,D
Steven,Graham,espanhol,Robert,D
Steven,Graham,biologia,William,C
Diana,Duncan,ingles,Michael,D
Diana,Duncan,portugues,Margaret,D
Diana,Duncan,filosofia,George,C
Felicity,Powell,espanhol,Robert,B
Felicity,Powell,artes,Brian,A
Penelope,Bower,filosofia,George,B
Penelope,Bower,biologia,William,A
Penelope,Bower,sociologia,Bertie,A
Michelle,Paige,sociologia,Bertie,A
Michelle,Paige,historia,Carol,A
Michelle,Paige,matematica,Paul,B
Virginia,Jackson,artes,Brian,A
Virginia,Jackson,ingles,Michael,B
Virginia,Jackson,geografia,Dorothy,A
Liam,Anderson,filosofia,George,A
Liam,Anderson,ingles,Michael,C
Julian,Reid,biologia,William,B
Julian,Reid,artes,Kenneth,C
Julian,Reid,ingles,Karen,B
Frank,Blake,artes,Kenneth,C
Frank,Blake,sociologia,Bertie,B
Samantha,Duncan,ciencias,Donna,C
Samantha,Duncan,geografia,Ruth,A
Samantha,Duncan,biologia,William,A
Alison,Scott,ciencias,Donna,D
Alison,Scott,espanhol,Robert,C
Alison,Scott,sociologia,Bertie,D
Matt,Alsop,artes,Kenneth,A
Matt,Alsop,ingles,Susan,A
Matt,Alsop,ciencias,Donna,B
Michael,Kerr,ingles,Susan,B
Michael,Kerr,geografia,Dorothy,D
Michael,Kerr,filosofia,George,C
Blake,Nash,geografia,Ruth,D
Blake,Nash,portugues,James,C
Blake,Nash,historia,Carol,B
Victor,Lyman,espanhol,Robert,A
Victor,Lyman,geografia,Ruth,A
Victor,Lyman,matematica,John,D
Piers,Hart,geografia,Dorothy,C
Piers,Hart,historia,Carol,D
Piers,Hart,ciencias,Donna,B
Molly,Dowd,geografia,Ruth,A
Molly,Dowd,artes,Brian,A
Molly,Dowd,ingles,Michael,D
Madeleine,Dyer,ingles,Karen,C
Madeleine,Dyer,ciencias,Donna,B
Madeleine,Dyer,sociologia,Bertie,A
Rachel,Ogden,ingles,Susan,B
Rachel,Ogden,portugues,Patricia,A
Rachel,Ogden,espanhol,Robert,B
Joanne,King,ingles,Susan,C
Joanne,King,biologia,Sarah,B
Joanne,King,portugues,James,D
Nicholas,Hart,geografia,Dorothy,B
Nicholas,Hart,ingles,Michael,C
John,Marshall,portugues,James,C
John,Marshall,biologia,William,D
John,Marshall,ciencias,Donna,B
Mary,Kerr,geografia,Dorothy,B
Mary,Kerr,ciencias,Donna,C
Mary,Kerr,sociologia,Bertie,A
Julian,Alsop,matematica,Charles,B
Julian,Alsop,filosofia,George,B
Julian,Alsop,portugues,Elizabeth,B
Grace,Walker,filosofia,George,C
Grace,Walker,ciencias,Donna,D
Grace,Walker,geografia,Ruth,B
Emily,Wallace,filosofia,George,C
Emily,Wallace,ingles,Susan,B
Julia,Howard,artes,Brian,D
Julia,Howard,espanhol,Robert,A
Julia,Howard,ingles,Michael,D
Claire,Payne,geografia,Dorothy,D
Claire,Payne,ciencias,Donna,C
Jacob,Pullman,geografia,Ruth,B
Jacob,Pullman,sociologia,Bertie,B
Jacob,Pullman,portugues,Margaret,D
Dominic,Vance,biologia,Sarah,D
Jasmine,Terry,matematica,Paul,A
Jasmine,Terry,ingles,Karen,D
Jasmine,Terry,geografia,Dorothy,B
Sue,James,geografia,Ruth,B
Sue,James,historia,Carol,A
Sue,James,filosofia,George,A
Jan,Marshall,geografia,Ruth,D
Rose,Fisher,ingles,Michael,B
Rose,Fisher,historia,Carol,B
Rebecca,Peters,portugues,James,B
Rebecca,Peters,espanhol,Robert,D
Rebecca,Peters,filosofia,George,C
Brian,Paterson,ingles,Susan,A
Brian,Paterson,biologia,Sarah,C
Paul,Cornish,geografia,Ruth,C
Paul,Cornish,matematica,Charles,D
Angela,James,filosofia,George,A
Angela,James,espanhol,Robert,A
Angela,James,geografia,Dorothy,C
Boris,Jones,sociologia,Bertie,B
Boris,Jones,ingles,Karen,A
Claire,Davies,historia,Carol,A
Claire,Davies,matematica,Donald,B
Claire,Davies,portugues,Elizabeth,D
Trevor,Scott,portugues,Margaret,C
Trevor,Scott,ingles,Susan,A
Trevor,Scott,ciencias,Donna,D
David,Forsyth,ciencias,Donna,D
David,Forsyth,filosofia,George,A
David,Forsyth,geografia,Ruth,A
Stewart,Hughes,espanhol,Robert,B
Stewart,Hughes,matematica,Donald,B
Stewart,Hughes,ciencias,Donna,B
Jessica,Martin,ciencias,Donna,D
Jessica,Martin,portugues,Patricia,B
Jessica,Martin,geografia,Ruth,D
Eric,Greene,artes,Brian,B
Eric,Greene,matematica,Donald,B
Eric,Greene,geografia,Dorothy,D
Kimberly,Watson,historia,Carol,C
Kimberly,Watson,artes,Kenneth,B
Abigail,Roberts,ingles,Susan,D
Abigail,Roberts,sociologia,Bertie,A
Abigail,Roberts,ciencias,Donna,D
Gabrielle,Glover,ciencias,Donna,D
Gabrielle,Glover,matematica,Charles,B
Gabrielle,Glover,geografia,Ruth,D
Lauren,Black,matematica,John,B
Lauren,Black,artes,Brian,A
Lauren,Black,historia,Carol,B
Molly,Campbell,ciencias,Donna,D
Molly,Campbell,biologia,Sarah,C
Leonard,Allan,filosofia,George,A
Leonard,Allan,ciencias,Donna,D
Leonard,Allan,matematica,John,B
Julia,Gray,biologia,Sarah,A
Julia,Gray,geografia,Ruth,B
Julia,Gray,ingles,Karen,D
Zoe,Wilson,portugues,James,A
Zoe,Wilson,espanhol,Robert,A
Zoe,Wilson,filosofia,George,B
Sally,Hart,espanhol,Robert,B
Sally,Hart,ciencias,Donna,D
Sally,Hart,ingles,Michael,B
Jason,Greene,ciencias,Donna,B
Jason,Greene,artes,Brian,B
Jason,Greene,portugues,Margaret,D
Alison,Gibson,artes,Kenneth,B
Alison,Gibson,geografia,Ruth,C
Rachel,Nolan,artes,Brian,C
Rachel,Nolan,ingles,Karen,A
Rachel,Nolan,sociologia,Bertie,C
Dylan,Ogden,historia,Carol,A
Dylan,Ogden,ingles,Michael,B
Dylan,Ogden,sociologia,Bertie,D
Evan,Miller,artes,Brian,D
Evan,Miller,portugues,James,D
Claire,Lyman,sociologia,Bertie,B
Claire,Lyman,biologia,Sarah,B
Claire,Lyman,geografia,Ruth,B
Gordon,Slater,filosofia,George,B
Gordon,Slater,ciencias,Donna,A
Gordon,Slater,historia,Carol,A
Andrew,Parr,filosofia,George,A
Andrew,Parr,espanhol,Robert,C
Andrew,Parr,geografia,Ruth,A
Joseph,Marshall,espanhol,Robert,D
Joseph,Marshall,matematica,Charles,D
Joseph,Marshall,biologia,Sarah,C
Emily,Walsh,historia,Carol,B
Emily,Walsh,ciencias,Donna,D
Emily,Walsh,artes,Kenneth,B
Joshua,Hill,artes,Brian,B
Joshua,Hill,portugues,Patricia,A
Amanda,North,portugues,James,B
Amanda,North,historia,Carol,D
Amanda,North,artes,Kenneth,D
Thomas,Abraham,matematica,Paul,C
Thomas,Abraham,filosofia,George,A
Thomas,Abraham,biologia,William,D
Molly,Metcalfe,biologia,William,C
Molly,Metcalfe,filosofia,George,D
Molly,Metcalfe,geografia,Dorothy,B
Christian,Sharp,portugues,Margaret,A
Christian,Sharp,biologia,Sarah,A
Christian,Sharp,artes,Brian,C
Trevor,Tucker,filosofia,George,B
Trevor,Tucker,ingles,Michael,A
Trevor,Tucker,espanhol,Robert,B
Charles,Mills,sociologia,Bertie,C
Charles,Mills,geografia,Ruth,C
Charles,Mills,artes,Brian,D
Caroline,Simpson,portugues,Margaret,D
Caroline,Simpson,ingles,Susan,A
Caroline,Simpson,matematica,Paul,B
Samantha,Berry,filosofia,George,C
Samantha,Berry,historia,Carol,C
Samantha,Berry,espanhol,Robert,C
Claire,Manning,artes,Brian,B
Claire,Manning,biologia,William,C
Claire,Manning,espanhol,Robert,B
Andrew,Marshall,matematica,Paul,A
Andrew,Marshall,filosofia,George,B
Andrew,Marshall,espanhol,Robert,A
Michelle,Lee,sociologia,Bertie,C
Michelle,Lee,artes,Brian,C
Wanda,McGrath,espanhol,Robert,C
Wanda,McGrath,ingles,Susan,B
Wanda,McGrath,portugues,James,A
Christopher,Glover,espanhol,Robert,D
Christopher,Glover,geografia,Ruth,B
Christopher,Glover,ciencias,Donna,D
Audrey,Roberts,historia,Carol,C
Audrey,Roberts,sociologia,Bertie,B
Bernadette,Vaughan,artes,Kenneth,A
Bernadette,Vaughan,ingles,Susan,C
Piers,Mackenzie,filosofia,George,D
Piers,Mackenzie,ingles,Karen,A
Piers,Mackenzie,matematica,John,A
Fiona,Mills,matematica,Charles,B
Fiona,Mills,portugues,Patricia,C
Fiona,Mills,ciencias,Donna,D
Amy,Thomson,espanhol,Robert,D
Amy,Thomson,historia,Carol,A
Amy,Thomson,geografia,Dorothy,B
Alexander,MacDonald,sociologia,Bertie,D
Alexander,MacDonald,espanhol,Robert,D
Stewart,Lee,sociologia,Bertie,D
Stewart,Lee,artes,Kenneth,A
Stewart,Lee,matematica,Charles,D
Adrian,Randall,historia,Carol,B
Adrian,Randall,matematica,Paul,A
Adrian,Randall,sociologia,Bertie,B
Paul,Quinn,historia,Carol,B
Paul,Quinn,sociologia,Bertie,B
Paul,Quinn,artes,Kenneth,B
Adam,Vaughan,artes,Kenneth,D
Adam,Vaughan,espanhol,Robert,B
Adam,Vaughan,ciencias,Donna,D
Jonathan,Short,portugues,Patricia,C
Jonathan,Short,sociologia,Bertie,C
Jonathan,Short,artes,Brian,A
Alan,Randall,geografia,Ruth,B
Alan,Randall,filosofia,George,D
Alan,Randall,biologia,Sarah,B
Megan,James,filosofia,George,B
Megan,James,ingles,Susan,A
Megan,James,geografia,Ruth,D
Thomas,Sanderson,sociologia,Bertie,C
Thomas,Sanderson,filosofia,George,D
Thomas,Sanderson,portugues,Patricia,D
Deirdre,Scott,biologia,William,C
Deirdre,Scott,filosofia,George,D
Grace,Oliver,portugues,Patricia,B
Grace,Oliver,artes,Brian,C
Grace,Oliver,biologia,William,B
Richard,Sutherland,artes,Brian,A
Richard,Sutherland,ciencias,Donna,C
Richard,Sutherland,historia,Carol,A
Jonathan,Chapman,artes,Brian,D
Jonathan,Chapman,biologia,Sarah,A
Jonathan,Chapman,matematica,Paul,B
Samantha,Young,ingles,Karen,B
Samantha,Young,espanhol,Robert,C
Adrian,Taylor,filosofia,George,C
Adrian,Taylor,biologia,William,D
Adrian,Taylor,ingles,Michael,B
Julian,Harris,geografia,Ruth,D
Julian,Harris,ciencias,Donna,A
Julian,Harris,espanhol,Robert,A
Colin,Alsop,biologia,William,A
Colin,Alsop,artes,Brian,C
Colin,Alsop,matematica,Paul,B
Jennifer,Campbell,biologia,William,B
Jennifer,Campbell,matematica,John,C
Jennifer,Campbell,geografia,Ruth,C
Leah,Walker,ciencias,Donna,C
Leah,Walker,ingles,Michael,B
Leah,Walker,historia,Carol,A
James,King,portugues,Margaret,C
James,King,sociologia,Bertie,A
James,King,ciencias,Donna,C
Dorothy,Chapman,espanhol,Robert,B
Dorothy,Chapman,ingles,Karen,A
Dorothy,Chapman,biologia,Sarah,A
Joseph,Hughes,ciencias,Donna,C
Joseph,Hughes,historia,Carol,D
Joseph,Hughes,artes,Kenneth,C
Dan,Avery,geografia,Dorothy,B
Dan,Avery,filosofia,George,A
Dan,Avery,espanhol,Robert,C
Neil,Arnold,espanhol,Robert,A
Neil,Arnold,geografia,Ruth,D
Neil,Arnold,ciencias,Donna,B
Angela,Hughes,matematica,Donald,D
Angela,Hughes,artes,Brian,B
Richard,Hill,biologia,Sarah,D
Richard,Hill,historia,Carol,A
Richard,Hill,filosofia,George,C
Robert,King,historia,Carol,D
Robert,King,matematica,Charles,B
Robert,King,ingles,Susan,D
Joshua,Duncan,matematica,Donald,C
Joshua,Duncan,historia,Carol,A
Joshua,Duncan,geografia,Dorothy,C
Kimberly,Hughes,historia,Carol,B
Kimberly,Hughes,artes,Kenneth,B
Kimberly,Hughes,filosofia,George,B
Tim,Piper,ingles,Karen,B
Tim,Piper,geografia,Dorothy,A
Tim,Piper,artes,Kenneth,C
Phil,Parsons,sociologia,Bertie,A
Phil,Parsons,ciencias,Donna,D
Phil,Parsons,matematica,Paul,C
Alan,Campbell,artes,Brian,C
Alan,Campbell,ciencias,Donna,C
Alan,Campbell,biologia,Sarah,B
Neil,MacLeod,historia,Carol,D
Neil,MacLeod,portugues,Elizabeth,B
Neil,MacLeod,ingles,Karen,A
Vanessa,Kelly,historia,Carol,B
Vanessa,Kelly,portugues,James,D
Vanessa,Kelly,ciencias,Donna,B
Natalie,Knox,geografia,Dorothy,B
Natalie,Knox,artes,Brian,A
Isaac,Davidson,biologia,William,D
Isaac,Davidson,historia,Carol,C
Isaac,Davidson,ciencias,Donna,B
Sean,Randall,espanhol,Robert,A
Sean,Randall,historia,Carol,C
Sean,Randall,geografia,Dorothy,B
Lily,May,historia,Carol,D
Lily,May,biologia,Sarah,D
Max,Manning,ciencias,Donna,A
Max,Manning,ingles,Susan,C
Charles,Payne,ingles,Michael,A
Charles,Payne,historia,Carol,A
Charles,Payne,biologia,Sarah,D
Hannah,Clarkson,ingles,Susan,D
Hannah,Clarkson,historia,Carol,A
Hannah,Clarkson,espanhol,Robert,A
Melanie,Hunter,artes,Brian,B
Melanie,Hunter,sociologia,Bertie,A
Melanie,Hunter,historia,Carol,A
Kevin,Sanderson,geografia,Dorothy,C
Kevin,Sanderson,filosofia,George,D
Kevin,Sanderson,artes,Kenneth,B
Stephanie,Dowd,ingles,Susan,D
Stephanie,Dowd,artes,Brian,C
Stephanie,Dowd,historia,Carol,B
Alexandra,Stewart,artes,Brian,C
Alexandra,Stewart,espanhol,Robert,A
Alexandra,Ellison,filosofia,George,C
Alexandra,Ellison,sociologia,Bertie,A
Alexandra,Ellison,geografia,Ruth,B
Ryan,Vance,artes,Kenneth,D
Ryan,Vance,geografia,Dorothy,C
Richard,Buckland,sociologia,Bertie,C
Richard,Buckland,filosofia,George,D
Richard,Buckland,geografia,Ruth,D
Alison,Payne,historia,Carol,A
Alison,Payne,artes,Brian,D
Alison,Payne,ciencias,Donna,D
Rose,Henderson,ingles,Karen,A
Rose,Henderson,matematica,John,B
Rose,Henderson,portugues,Patricia,B
John,Terry,biologia,Sarah,B
John,Terry,ingles,Karen,C
John,Terry,geografia,Dorothy,B
Dylan,Mills,historia,Carol,D
Dylan,Mills,matematica,Paul,A
Dylan,Mills,artes,Brian,A
John,Davidson,biologia,William,A
John,Davidson,sociologia,Bertie,B
John,Davidson,artes,Kenneth,C
James,Piper,historia,Carol,C
James,Piper,filosofia,George,C
James,Piper,geografia,Dorothy,B
Julia,Rutherford,ingles,Michael,D
Julia,Rutherford,ciencias,Donna,C
Julia,Rutherford,portugues,James,C
Jasmine,Gibson,sociologia,Bertie,D
Jasmine,Gibson,matematica,John,B
Jasmine,Gibson,ingles,Michael,B
Charles,Hamilton,historia,Carol,D
Charles,Hamilton,artes,Brian,A
Charles,Hamilton,filosofia,George,B
Amelia,Rutherford,historia,Carol,C
Amelia,Rutherford,espanhol,Robert,D
Amelia,Rutherford,portugues,Margaret,C
Jake,Smith,ciencias,Donna,C
Jake,Smith,espanhol,Robert,C
Adrian,Stewart,geografia,Dorothy,A
Adrian,Stewart,sociologia,Bertie,C
Adrian,Stewart,espanhol,Robert,B
Blake,Ogden,geografia,Dorothy,B
Blake,Ogden,biologia,Sarah,D
Blake,Ogden,matematica,Donald,A
Benjamin,Underwood,espanhol,Robert,D
Benjamin,Underwood,ingles,Susan,B
Benjamin,Underwood,biologia,Sarah,D
Molly,Ogden,artes,Kenneth,C
Molly,Ogden,biologia,William,B
Molly,Ogden,historia,Carol,D
Jacob,Ellison,espanhol,Robert,C
Jacob,Ellison,ciencias,Donna,C
Jacob,Ellison,portugues,James,A
Charles,Roberts,portugues,Elizabeth,D
Charles,Roberts,geografia,Ruth,B
Charles,Roberts,sociologia,Bertie,A
Richard,Rutherford,espanhol,Robert,D
Richard,Rutherford,ingles,Susan,C
Richard,Rutherford,sociologia,Bertie,C
Richard,Randall,portugues,Margaret,D
Richard,Randall,artes,Kenneth,A
Richard,Randall,matematica,Donald,D
Amanda,McDonald,sociologia,Bertie,C
Amanda,McDonald,biologia,William,D
Amanda,McDonald,ciencias,Donna,C
Dominic,Watson,espanhol,Robert,B
Dominic,Watson,portugues,Patricia,B
Jasmine,Peake,portugues,Patricia,C
Jasmine,Peake,matematica,Paul,C
Jasmine,Peake,biologia,William,D
Sean,Newman,espanhol,Robert,C
Sean,Newman,sociologia,Bertie,A
Sean,Newman,biologia,Sarah,B
Anna,Bailey,biologia,Sarah,C
Anna,Bailey,ciencias,Donna,C
Tim,Watson,filosofia,George,B
Tim,Watson,matematica,Paul,B
Tim,Watson,geografia,Dorothy,B
Bernadette,Hill,artes,Kenneth,C
Bernadette,Hill,espanhol,Robert,A
Bernadette,Hill,sociologia,Bertie,B
Carolyn,Reid,historia,Carol,C
Carolyn,Reid,matematica,Paul,C
Carolyn,Reid,ingles,Michael,C
Lillian,Coleman,sociologia,Bertie,B
Lillian,Coleman,portugues,Elizabeth,D
Lillian,Coleman,biologia,Sarah,B
Jack,Campbell,historia,Carol,B
Jack,Campbell,ciencias,Donna,A
Jack,Campbell,artes,Kenneth,A
Neil,Hodges,ciencias,Donna,A
Neil,Hodges,portugues,Patricia,B
Neil,Hodges,filosofia,George,C
Boris,Nolan,historia,Carol,D
Boris,Nolan,matematica,Paul,D
Nathan,Paige,historia,Carol,C
Nathan,Paige,geografia,Dorothy,D
Nathan,Paige,portugues,Margaret,C
Carol,Mackay,ciencias,Donna,A
Carol,Mackay,biologia,William,A
Joanne,Ross,portugues,Elizabeth,B
Joanne,Ross,matematica,Paul,A
Joanne,Ross,espanhol,Robert,D
Jack,McGrath,historia,Carol,B
Jack,McGrath,portugues,James,C
Maria,Fisher,geografia,Dorothy,C
Maria,Fisher,ingles,Karen,C
Irene,Taylor,historia,Carol,C
Irene,Taylor,sociologia,Bertie,B
Irene,Taylor,artes,Brian,C
Penelope,Ball,artes,Kenneth,C
Penelope,Ball,portugues,Patricia,A
Penelope,Ball,sociologia,Bertie,D
Adrian,Wilson,filosofia,George,D
Adrian,Wilson,ciencias,Donna,C
Adrian,Wilson,artes,Brian,C
Jacob,Turner,espanhol,Robert,D
Jacob,Turner,historia,Carol,D
Jacob,Turner,ingles,Michael,C
Lauren,Arnold,geografia,Ruth,C
Lauren,Arnold,ciencias,Donna,A
Lauren,Arnold,sociologia,Bertie,B
Thomas,Chapman,geografia,Ruth,B
Thomas,Chapman,sociologia,Bertie,B
Tracey,Gill,matematica,Charles,A
Tracey,Gill,geografia,Dorothy,B
Keith,Ball,filosofia,George,A
Keith,Ball,portugues,Elizabeth,A
Neil,Cornish,ciencias,Donna,D
Neil,Cornish,filosofia,George,D
Neil,Cornish,biologia,Sarah,B
Tracey,Short,matematica,Paul,B
Tracey,Short,espanhol,Robert,C
Tracey,Short,portugues,Margaret,A
Karen,Ellison,matematica,John,C
Karen,Ellison,geografia,Ruth,C
Karen,Ellison,espanhol,Robert,A
Carl,Sharp,ciencias,Donna,C
Carl,Sharp,portugues,Elizabeth,C
Carl,Sharp,biologia,Sarah,D
Hannah,White,biologia,William,D
Hannah,White,geografia,Dorothy,C
Hannah,White,sociologia,Bertie,C
Max,Davidson,ingles,Michael,C
Max,Davidson,historia,Carol,D
Max,Davidson,biologia,Sarah,C
Abigail,Randall,ciencias,Donna,C
Abigail,Randall,espanhol,Robert,D
Trevor,MacDonald,artes,Kenneth,A
Trevor,MacDonald,filosofia,George,A
Trevor,MacDonald,matematica,Donald,A
Karen,Randall,historia,Carol,A
Karen,Randall,filosofia,George,B
Colin,Butler,artes,Kenneth,D
Colin,Butler,sociologia,Bertie,C
Colin,Butler,ciencias,Donna,D
Tracey,Morgan,ingles,Karen,C
Tracey,Morgan,filosofia,George,D
Tracey,Morgan,historia,Carol,C
Carol,Scott,filosofia,George,C
Carol,Scott,portugues,Elizabeth,B
Carol,Scott,historia,Carol,B
Sebastian,Paige,geografia,Ruth,B
Sebastian,Paige,sociologia,Bertie,A
Sebastian,Paige,espanhol,Robert,C
Trevor,Chapman,sociologia,Bertie,C
Trevor,Chapman,ingles,Michael,B
Trevor,Chapman,portugues,James,B
Heather,Walsh,portugues,Patricia,D
Heather,Walsh,artes,Brian,C
Heather,Walsh,biologia,Sarah,A
Anne,Carr,artes,Brian,A
Anne,Carr,biologia,Sarah,D
Anne,Carr,ciencias,Donna,A
Sam,Gray,biologia,William,C
Sam,Gray,artes,Brian,C
Sam,Gray,portugues,Patricia,B
Wanda,Dowd,geografia,Dorothy,A
Wanda,Dowd,historia,Carol,A
Wanda,Dowd,sociologia,Bertie,B
William,MacLeod,artes,Brian,B
William,MacLeod,ingles,Karen,D
William,MacLeod,biologia,William,C
Emily,Cameron,ciencias,Donna,D
Emily,Cameron,espanhol,Robert,B
Piers,Glover,sociologia,Bertie,B
Piers,Glover,ingles,Karen,B
Fiona,Turner,portugues,James,A
Fiona,Turner,artes,Brian,B
Fiona,Turner,matematica,Paul,D
Ian,Gray,ciencias,Donna,A
Ian,Gray,artes,Brian,A
Ian,Gray,espanhol,Robert,C
Victoria,Manning,portugues,Margaret,B
Victoria,Manning,sociologia,Bertie,C
Victoria,Manning,biologia,William,B
Max,Allan,geografia,Ruth,A
Max,Allan,espanhol,Robert,B
Sonia,Abraham,ciencias,Donna,C
Sonia,Abraham,ingles,Michael,D
Sonia,Abraham,filosofia,George,D
Peter,Lewis,ciencias,Donna,C
Peter,Lewis,filosofia,George,A
Peter,Lewis,sociologia,Bertie,D
Joanne,Hamilton,espanhol,Robert,D
Joanne,Hamilton,sociologia,Bertie,A
Joanne,Hamilton,filosofia,George,A
Sally,Reid,sociologia,Bertie,B
Sally,Reid,portugues,James,A
Sally,Reid,ingles,Michael,B
Joan,Brown,portugues,Patricia,C
Joan,Brown,geografia,Dorothy,D
Joan,Brown,ciencias,Donna,D
Connor,McGrath,matematica,Charles,D
Connor,McGrath,biologia,Sarah,D
Connor,McGrath,espanhol,Robert,D
Nathan,Berry,matematica,Donald,C
Nathan,Berry,espanhol,Robert,A
Ava,Wilson,historia,Carol,D
Ava,Wilson,sociologia,Bertie,C
Ava,Wilson,artes,Kenneth,B
Rose,Payne,filosofia,George,A
Rose,Payne,ingles,Susan,A
Rose,Payne,artes,Kenneth,B
Mary,Slater,ingles,Michael,A
Mary,Slater,ciencias,Donna,B
Mary,Slater,sociologia,Bertie,A
Melanie,May,artes,Brian,A
Melanie,May,ciencias,Donna,C
Melanie,May,ingles,Michael,D
Jacob,Ross,geografia,Ruth,A
Jacob,Ross,biologia,William,D
Jacob,Ross,ingles,Susan,D
Virginia,Henderson,ingles,Susan,B
Virginia,Henderson,historia,Carol,D
Virginia,Henderson,geografia,Dorothy,A
Joan,Bell,portugues,Margaret,D
Joan,Bell,espanhol,Robert,C
Joan,Bell,historia,Carol,B
Irene,Miller,filosofia,George,B
Irene,Miller,ingles,Susan,B
Adam,Rutherford,historia,Carol,A
Adam,Rutherford,geografia,Dorothy,C
Adam,Rutherford,ciencias,Donna,B
Jane,Ellison,historia,Carol,D
Jane,Ellison,portugues,Elizabeth,D
Brandon,Graham,portugues,Elizabeth,B
Brandon,Graham,ciencias,Donna,D
Brandon,Graham,espanhol,Robert,A
Ian,Chapman,biologia,William,C
Ian,Chapman,espanhol,Robert,B
Kylie,Dickens,geografia,Ruth,C
Kylie,Dickens,portugues,Patricia,A
Kylie,Dickens,ciencias,Donna,C
Rebecca,Sharp,filosofia,George,A
Rebecca,Sharp,ingles,Karen,B
Rebecca,Sharp,ciencias,Donna,B
Jan,Coleman,filosofia,George,B
Jan,Coleman,ingles,Michael,A
Jan,Coleman,biologia,William,A
Joseph,Reid,biologia,William,B
Joseph,Reid,historia,Carol,A
Joseph,Reid,geografia,Dorothy,A
Sebastian,Carr,filosofia,George,B
Sebastian,Carr,geografia,Dorothy,B
Emily,Greene,portugues,James,C
Emily,Greene,sociologia,Bertie,D
Emily,Greene,historia,Carol,B
Austin,Cameron,sociologia,Bertie,C
Austin,Cameron,filosofia,George,A
Austin,Cameron,artes,Kenneth,B
Leonard,Rampling,espanhol,Robert,B
Leonard,Rampling,geografia,Ruth,A
Madeleine,Wilkins,artes,Kenneth,C
Madeleine,Wilkins,historia,Carol,D
Diana,Murray,sociologia,Bertie,D
Diana,Murray,portugues,Margaret,B
Bernadette,Dickens,historia,Carol,C
Bernadette,Dickens,espanhol,Robert,A
Bernadette,Dickens,sociologia,Bertie,C
Bernadette,Graham,historia,Carol,A
Bernadette,Graham,filosofia,George,C
Bernadette,Graham,matematica,Donald,A
Audrey,Springer,portugues,James,B
Audrey,Springer,matematica,Charles,D
Audrey,Springer,biologia,Sarah,A
Lillian,Walsh,ciencias,Donna,A
Lillian,Walsh,portugues,Margaret,A
Lucas,Mackenzie,espanhol,Robert,C
Lucas,Mackenzie,geografia,Dorothy,B
Lucas,Mackenzie,ingles,Michael,B
Stephanie,Thomson,espanhol,Robert,C
Stephanie,Thomson,matematica,Donald,D
Rose,Young,matematica,Paul,D
Rose,Young,espanhol,Robert,D
Rose,Young,biologia,Sarah,A
Jonathan,Johnston,ciencias,Donna,A
Jonathan,Johnston,sociologia,Bertie,B
